T	PID	COMM	SADDR	DADDR	SPORT	DPORT	ATTACK	Tiempo
A	3109	TCP	192.168.1.104	174.35.52.82	16002	80	0	2824.517781
A	3110	TCP	192.168.1.104	174.35.52.82	16003	80	0	2824.941479
A	3111	TCP	192.168.1.104	174.35.52.80	16004	80	0	2825.017596
A	3112	TCP	192.168.1.104	174.35.52.80	16005	80	0	2825.611807
X	3105	TCP	192.168.2.110	67.220.214.50	1214	80	0	2825.648646
A	3113	TCP	192.168.1.104	174.35.52.82	16006	80	0	2825.850629
A	3114	TCP	192.168.1.104	174.35.52.82	16007	80	0	2826.083302
A	3115	TCP	192.168.1.104	204.13.200.58	16008	80	0	2826.141771
A	3116	TCP	192.168.1.104	174.35.52.80	16009	80	0	2826.293068
X	3115	TCP	192.168.1.104	204.13.200.58	16008	80	0	2826.348394
A	3117	TCP	192.168.1.104	174.35.52.80	16010	80	0	2826.608197
X	3100	TCP	192.168.4.120	192.168.5.122	2637	80	0	2827.553651
A	3118	TCP	192.168.4.120	192.168.5.122	2640	80	0	2827.568599
A	3119	TCP	192.168.4.120	192.168.5.122	2641	80	0	2827.568638
X	2642	TCP	192.168.1.104	174.35.52.82	15995	80	0	2830.19083
X	2965	TCP	192.168.1.101	205.178.187.13	4274	80	0	2833.88513
A	3120	TCP	192.168.1.104	204.13.200.58	16011	80	0	2834.103542
X	3120	TCP	192.168.1.104	204.13.200.58	16011	80	0	2834.309615
A	3121	TCP	192.168.4.121	65.54.81.171	51356	80	0	2834.36462
X	3106	TCP	192.168.4.121	65.54.81.210	51355	80	0	2834.449866
X	2644	TCP	192.168.1.104	174.35.52.80	15996	80	0	2837.190603
A	3122	TCP	192.168.2.110	67.220.214.50	1217	80	0	2837.57152
A	3123	TCP	192.168.2.110	67.220.214.50	1218	80	0	2837.78287
X	3122	TCP	192.168.2.110	67.220.214.50	1217	80	0	2837.884836
A	3124	TCP	192.168.2.112	192.168.5.122	4965	110	0	2837.911961
X	3124	TCP	192.168.2.112	192.168.5.122	4965	110	0	2837.926998
A	3125	TCP	192.168.2.110	67.220.214.50	1219	80	0	2838.3646
X	3123	TCP	192.168.2.110	67.220.214.50	1218	80	0	2838.466484
A	3126	TCP	192.168.2.110	67.220.214.50	1220	80	0	2838.576748
X	3125	TCP	192.168.2.110	67.220.214.50	1219	80	0	2838.678352
A	3127	TCP	192.168.2.110	67.220.214.50	1221	80	0	2838.791714
X	3126	TCP	192.168.2.110	67.220.214.50	1220	80	0	2838.894215
A	3128	TCP	192.168.2.110	67.220.214.50	1222	80	0	2839.004474
X	3127	TCP	192.168.2.110	67.220.214.50	1221	80	0	2839.10707
X	2871	TCP	192.168.2.110	142.166.14.77	1035	80	0	2839.376085
X	2866	TCP	192.168.2.110	69.84.133.138	1030	80	0	2839.40805
A	3129	TCP	192.168.2.110	67.220.214.50	1223	80	0	2839.590431
X	3128	TCP	192.168.2.110	67.220.214.50	1222	80	0	2839.691696
A	3130	TCP	192.168.2.110	67.220.214.50	1224	80	0	2839.802315
X	3129	TCP	192.168.2.110	67.220.214.50	1223	80	0	2839.904559
A	3131	TCP	192.168.2.110	67.220.214.50	1225	80	0	2840.017887
X	3130	TCP	192.168.2.110	67.220.214.50	1224	80	0	2840.12044
A	3132	TCP	192.168.2.110	67.220.214.50	1226	80	0	2840.230446
X	3131	TCP	192.168.2.110	67.220.214.50	1225	80	0	2840.33329
A	3133	TCP	192.168.2.110	67.220.214.50	1227	80	0	2840.814484
X	3132	TCP	192.168.2.110	67.220.214.50	1226	80	0	2840.916935
A	3134	TCP	192.168.2.110	67.220.214.50	1228	80	0	2841.0265
X	3133	TCP	192.168.2.110	67.220.214.50	1227	80	0	2841.128802
A	3135	TCP	192.168.2.110	67.220.214.50	1229	80	0	2841.241202
X	3134	TCP	192.168.2.110	67.220.214.50	1228	80	0	2841.37945
A	3136	TCP	192.168.2.110	67.220.214.50	1230	80	0	2841.596604
X	3135	TCP	192.168.2.110	67.220.214.50	1229	80	0	2841.886878
X	2661	TCP	192.168.4.120	207.241.148.80	2597	80	0	2842.490928
A	3137	TCP	192.168.2.110	67.220.214.50	1231	80	0	2842.545948
X	3136	TCP	192.168.2.110	67.220.214.50	1230	80	0	2842.646839
A	3138	TCP	192.168.2.110	67.220.214.50	1232	80	0	2842.756476
X	2663	TCP	192.168.4.120	207.241.148.80	2598	80	0	2842.835436
X	3137	TCP	192.168.2.110	67.220.214.50	1231	80	0	2842.85871
A	3139	TCP	192.168.2.110	67.220.214.50	1233	80	0	2842.970571
X	3138	TCP	192.168.2.110	67.220.214.50	1232	80	0	2843.073575
A	3140	TCP	192.168.2.110	67.220.214.50	1234	80	0	2843.184343
X	3139	TCP	192.168.2.110	67.220.214.50	1233	80	0	2843.287424
A	3141	TCP	192.168.1.103	192.168.1.101	1794	139	0	2845.119598
A	3142	TCP	192.168.1.103	192.168.1.101	1795	139	0	2845.128426
X	3141	TCP	192.168.1.103	192.168.1.101	1794	139	0	2845.128628
X	3142	TCP	192.168.1.103	192.168.1.101	1795	139	0	2845.136665
X	2648	TCP	192.168.1.104	174.35.52.82	15997	80	0	2845.299691
X	2653	TCP	192.168.1.104	174.35.52.80	15999	80	0	2845.830921
X	3118	TCP	192.168.4.120	192.168.5.122	2640	80	0	2847.646523
X	3119	TCP	192.168.4.120	192.168.5.122	2641	80	0	2847.64665
A	3143	TCP	192.168.4.120	192.168.5.122	2642	80	0	2847.677122
X	3143	TCP	192.168.4.120	192.168.5.122	2642	80	0	2847.727909
X	2901	TCP	192.168.4.120	205,178,176,154	2613	80	0	2847.77363
A	3144	TCP	192.168.4.121	65.54.81.62	51357	80	0	2849.364082
X	3121	TCP	192.168.4.121	65.54.81.171	51356	80	0	2849.441813
X	2781	TCP	192.168.2.113	64.90.206.110	4604	80	0	2850.96084
X	3140	TCP	192.168.2.110	67.220.214.50	1234	80	0	2852.115985
A	3145	TCP	192.168.4.120	207.210.64.84	2643	80	0	2852.786291
X	3101	TCP	192.168.4.120	207.210.64.84	2638	80	0	2852.82466
X	3102	TCP	192.168.4.120	207.210.64.84	2639	80	0	2852.828905
A	3146	TCP	192.168.4.120	205,178,176,154	2644	80	0	2852.848901
X	2398	TCP	192.168.4.120	75.126.11.131	2592	80	0	2855.290552
A	3147	TCP	192.168.4.120	74.63.40.21	2645	80	0	2857.256035
A	3148	TCP	192.168.4.120	174,133,126,130	2646	80	0	2857.411042
X	3096	TCP	192.168.4.120	174,133,126,130	2634	80	0	2857.474219
X	2891	TCP	192.168.4.120	88,208,248,162	2608	80	0	2858.250758
X	2955	TCP	192.168.4.120	66.211.169.65	2627	443	0	2858.859206
A	3149	TCP	192.168.4.120	208.122.28.10	2647	80	0	2859.946539
A	3150	TCP	192.168.4.120	208.122.28.4	2648	80	0	2861.866496
A	3151	TCP	192.168.4.120	208.122.28.3	2649	80	0	2862.053752
A	3152	TCP	192.168.4.120	72.21.202.96	2650	80	0	2863.113957
A	3153	TCP	192.168.2.110	67.220.214.50	1234	80	0	2864.147339
A	3154	TCP	192.168.4.121	65.54.81.30	51358	80	0	2864.36404
X	3144	TCP	192.168.4.121	65.54.81.62	51357	80	0	2864.441594
A	3155	TCP	192.168.4.120	208.122.28.2	2651	80	0	2865.06709
A	3156	TCP	192.168.4.120	74.63.40.21	2652	80	0	2867.176297
X	3147	TCP	192.168.4.120	74.63.40.21	2645	80	0	2867.212051
A	3157	TCP	192.168.2.106	192.168.2.113	3237	139	0	2867.570428
A	3158	TCP	192.168.2.106	192.168.2.113	3238	139	0	2867.578972
X	3157	TCP	192.168.2.106	192.168.2.113	3237	139	0	2867.579176
X	3158	TCP	192.168.2.106	192.168.2.113	3238	139	0	2867.587132
A	3159	TCP	192.168.4.120	68,142,205,137	2653	80	0	2868.802246
A	3160	TCP	192.168.4.120	75.126.11.131	2654	80	0	2868.802252
A	3161	TCP	192.168.4.120	209.80.46.75	2655	80	0	2869.023973
X	3159	TCP	192.168.4.120	68,142,205,137	2653	80	0	2869.323712
X	3161	TCP	192.168.4.120	209.80.46.75	2655	80	0	2869.990036
A	3162	TCP	192.168.4.120	67.18.99.115	2656	80	0	2870.194594
X	3095	TCP	192.168.4.120	98.137.80.32	2633	80	0	2870.230902
A	3163	TCP	192.168.4.120	98.137.80.32	2657	80	0	2870.34818
X	3148	TCP	192.168.4.120	174,133,126,130	2646	80	0	2870.482492
A	3164	TCP	192.168.4.120	68,142,205,137	2658	80	0	2870.504259
A	3165	TCP	192.168.4.120	174,133,126,130	2659	80	0	2870.504487
A	3166	TCP	192.168.4.120	174.121.74.194	2660	80	0	2870.629331
X	3164	TCP	192.168.4.120	68,142,205,137	2658	80	0	2871.012153
A	3167	TCP	192.168.4.120	192.168.5.122	2661	80	0	2871.113758
A	3168	TCP	192.168.4.120	68,142,205,137	2662	80	0	2871.129461
A	3169	TCP	192.168.2.108	192.168.5.122	1308	110	0	2871.136335
X	3169	TCP	192.168.2.108	192.168.5.122	1308	110	0	2871.153222
X	3145	TCP	192.168.4.120	207.210.64.84	2643	80	0	2871.21675
A	3170	TCP	192.168.4.120	74.63.40.21	2663	80	0	2871.308861
A	3171	TCP	192.168.4.120	207.210.64.84	2664	80	0	2871.317107
X	3168	TCP	192.168.4.120	68,142,205,137	2662	80	0	2871.634244
X	3153	TCP	192.168.2.110	67.220.214.50	1234	80	0	2873.114835
A	3172	TCP	192.168.4.120	69.56.160.14	2665	80	0	2873.160825
X	3149	TCP	192.168.4.120	208.122.28.10	2647	80	0	2873.250482
A	3173	TCP	192.168.4.120	208.122.28.10	2666	80	0	2873.254062
A	3174	TCP	192.168.4.120	208.122.28.3	2667	80	0	2873.758111
X	3151	TCP	192.168.4.120	208.122.28.3	2649	80	0	2873.811888
A	3175	TCP	192.168.4.120	208.122.28.2	2668	80	0	2874.875201
X	3155	TCP	192.168.4.120	208.122.28.2	2651	80	0	2874.927175
A	3176	TCP	192.168.4.120	68,142,205,137	2669	80	0	2874.988571
A	3177	TCP	192.168.4.120	68,142,205,139	2670	80	0	2875.535558
X	3176	TCP	192.168.4.120	68,142,205,137	2669	80	0	2875.612237
A	3178	TCP	192.168.4.120	74.63.40.21	2671	80	0	2875.787446
X	3170	TCP	192.168.4.120	74.63.40.21	2663	80	0	2875.845094
X	3177	TCP	192.168.4.120	68,142,205,139	2670	80	0	2878.17961
A	3179	TCP	192.168.4.120	209.80.46.34	2672	80	0	2878.36362
A	3180	TCP	192.168.4.120	64.94.107.26	2673	80	0	2878.64463
X	3179	TCP	192.168.4.120	209.80.46.34	2672	80	0	2878.706545
X	3180	TCP	192.168.4.120	64.94.107.26	2673	80	0	2878.751282
A	3181	TCP	192.168.4.121	65.54.81.30	51359	80	0	2879.364015
X	3154	TCP	192.168.4.121	65.54.81.30	51358	80	0	2879.395882
A	3182	TCP	192.168.2.110	64.94.104.143	1235	80	0	2885.099527
A	3183	TCP	192.168.2.110	67.220.214.50	1236	80	0	2885.146983
A	3184	TCP	192.168.2.110	67.220.214.50	1237	80	0	2885.363759
A	3185	TCP	192.168.2.110	72.21.91.19	1238	80	0	2885.36421
X	3183	TCP	192.168.2.110	67.220.214.50	1236	80	0	2885.464764
A	3186	TCP	192.168.2.110	67.220.214.50	1239	80	0	2885.577172
X	3184	TCP	192.168.2.110	67.220.214.50	1237	80	0	2885.679376
A	3187	TCP	192.168.2.110	67.220.214.50	1240	80	0	2885.790234
X	3186	TCP	192.168.2.110	67.220.214.50	1239	80	0	2885.892507
A	3188	TCP	192.168.2.110	67.220.214.50	1241	80	0	2886.371203
X	3187	TCP	192.168.2.110	67.220.214.50	1240	80	0	2886.473175
A	3189	TCP	192.168.2.110	67.220.214.50	1242	80	0	2886.585406
X	3188	TCP	192.168.2.110	67.220.214.50	1241	80	0	2886.686988
A	3190	TCP	192.168.2.110	67.220.214.50	1243	80	0	2886.800383
X	3189	TCP	192.168.2.110	67.220.214.50	1242	80	0	2886.902618
A	3191	TCP	192.168.2.110	67.220.214.50	1244	80	0	2887.013139
X	3190	TCP	192.168.2.110	67.220.214.50	1243	80	0	2887.115484
A	3192	TCP	192.168.2.110	67.220.214.50	1245	80	0	2887.59439
X	3191	TCP	192.168.2.110	67.220.214.50	1244	80	0	2887.696354
A	3193	TCP	192.168.2.110	67.220.214.50	1246	80	0	2887.806201
X	3192	TCP	192.168.2.110	67.220.214.50	1245	80	0	2887.909468
A	3194	TCP	192.168.2.110	67.220.214.50	1247	80	0	2888.021578
X	3193	TCP	192.168.2.110	67.220.214.50	1246	80	0	2888.12385
A	3195	TCP	192.168.2.110	67.220.214.50	1248	80	0	2888.234351
X	3194	TCP	192.168.2.110	67.220.214.50	1247	80	0	2888.335714
A	3196	TCP	192.168.2.110	67.220.214.50	1249	80	0	2888.818579
X	3195	TCP	192.168.2.110	67.220.214.50	1248	80	0	2888.918597
A	3197	TCP	192.168.2.110	67.220.214.50	1250	80	0	2889.02915
X	3196	TCP	192.168.2.110	67.220.214.50	1249	80	0	2889.131462
A	3198	TCP	192.168.2.110	67.220.214.50	1251	80	0	2889.244893
X	3197	TCP	192.168.2.110	67.220.214.50	1250	80	0	2889.347059
A	3199	TCP	192.168.2.110	67.220.214.50	1252	80	0	2889.457615
X	3198	TCP	192.168.2.110	67.220.214.50	1251	80	0	2889.559938
A	3200	TCP	192.168.2.110	67.220.214.50	1253	80	0	2890.038866
X	3199	TCP	192.168.2.110	67.220.214.50	1252	80	0	2890.140807
A	3201	TCP	192.168.2.110	67.220.214.50	1254	80	0	2890.253373
X	3200	TCP	192.168.2.110	67.220.214.50	1253	80	0	2890.354423
X	3065	TCP	192.168.2.111	192.168.5.122	3343	80	0	2890.368692
A	3202	TCP	192.168.2.110	67.220.214.50	1255	80	0	2890.468051
X	3201	TCP	192.168.2.110	67.220.214.50	1254	80	0	2890.5703
X	2658	TCP	192.168.4.120	207.241.148.88	2595	80	0	2890.645202
A	3203	TCP	192.168.2.110	67.220.214.50	1256	80	0	2890.682993
X	3202	TCP	192.168.2.110	67.220.214.50	1255	80	0	2890.785176
A	3204	TCP	192.168.2.110	67.220.214.50	1257	80	0	2891.263351
X	3203	TCP	192.168.2.110	67.220.214.50	1256	80	0	2891.366033
A	3205	TCP	192.168.2.110	67.220.214.50	1258	80	0	2891.47585
X	3204	TCP	192.168.2.110	67.220.214.50	1257	80	0	2891.578662
A	3206	TCP	192.168.2.110	67.220.214.50	1259	80	0	2891.691103
X	3205	TCP	192.168.2.110	67.220.214.50	1258	80	0	2891.793512
A	3207	TCP	192.168.2.110	67.220.214.50	1260	80	0	2891.904066
X	3206	TCP	192.168.2.110	67.220.214.50	1259	80	0	2892.00639
A	3208	TCP	192.168.2.110	67.220.214.50	1261	80	0	2892.512991
X	3207	TCP	192.168.2.110	67.220.214.50	1260	80	0	2892.613012
A	3209	TCP	192.168.2.110	67.220.214.50	1262	80	0	2892.723671
X	3208	TCP	192.168.2.110	67.220.214.50	1261	80	0	2892.825875
A	3210	TCP	192.168.2.110	67.220.214.50	1263	80	0	2892.938951
X	3209	TCP	192.168.2.110	67.220.214.50	1262	80	0	2893.04173799999
A	3211	TCP	192.168.2.110	67.220.214.50	1264	80	0	2893.152028
X	3210	TCP	192.168.2.110	67.220.214.50	1263	80	0	2893.25459
A	3212	TCP	192.168.2.110	67.220.214.50	1265	80	0	2893.732572
X	3211	TCP	192.168.2.110	67.220.214.50	1264	80	0	2893.834238
A	3213	TCP	192.168.2.110	67.220.214.50	1266	80	0	2893.944788
X	3212	TCP	192.168.2.110	67.220.214.50	1265	80	0	2894.047098
A	3214	TCP	192.168.2.110	67.220.214.50	1267	80	0	2894.163188
X	3213	TCP	192.168.2.110	67.220.214.50	1266	80	0	2894.266215
A	3215	TCP	192.168.4.121	65.54.81.42	51360	80	0	2894.363083
A	3216	TCP	192.168.2.110	67.220.214.50	1268	80	0	2894.380012
X	3181	TCP	192.168.4.121	65.54.81.30	51359	80	0	2894.440876
X	3214	TCP	192.168.2.110	67.220.214.50	1267	80	0	2894.480577
A	3217	TCP	192.168.2.110	67.220.214.50	1269	80	0	2894.96005
X	2894	TCP	192.168.4.120	174.121.74.194	2610	80	0	2895.002988
X	3216	TCP	192.168.2.110	67.220.214.50	1268	80	0	2895.062454
A	3218	TCP	192.168.2.110	67.220.214.50	1270	80	0	2895.172739
X	3217	TCP	192.168.2.110	67.220.214.50	1269	80	0	2895.275562
A	3219	TCP	192.168.2.110	67.220.214.50	1271	80	0	2895.388811
X	3218	TCP	192.168.2.110	67.220.214.50	1270	80	0	2895.490189
A	3220	TCP	192.168.2.110	67.220.214.50	1272	80	0	2895.602701
X	3219	TCP	192.168.2.110	67.220.214.50	1271	80	0	2895.705043
A	3221	TCP	192.168.2.110	67.220.214.50	1273	80	0	2896.185713
X	3220	TCP	192.168.2.110	67.220.214.50	1272	80	0	2896.285691
A	3222	TCP	192.168.2.110	67.220.214.50	1274	80	0	2896.395764
X	3221	TCP	192.168.2.110	67.220.214.50	1273	80	0	2896.498303
A	3223	TCP	192.168.2.110	67.220.214.50	1275	80	0	2896.610617
X	3222	TCP	192.168.2.110	67.220.214.50	1274	80	0	2896.713419
A	3224	TCP	192.168.2.110	67.220.214.50	1276	80	0	2896.823498
X	3223	TCP	192.168.2.110	67.220.214.50	1275	80	0	2896.926285
A	3225	TCP	192.168.2.110	67.220.214.50	1277	80	0	2897.403996
X	3224	TCP	192.168.2.110	67.220.214.50	1276	80	0	2897.505942
A	3226	TCP	192.168.2.110	67.220.214.50	1278	80	0	2897.616044
X	3225	TCP	192.168.2.110	67.220.214.50	1277	80	0	2897.717769
A	3227	TCP	192.168.2.110	67.220.214.50	1279	80	0	2897.831449
A	3228	TCP	192.168.1.104	142.166.14.70	16012	80	0	2897.926986
X	3226	TCP	192.168.2.110	67.220.214.50	1278	80	0	2897.933394
A	3229	TCP	192.168.2.110	67.220.214.50	1280	80	0	2898.044133
X	3227	TCP	192.168.2.110	67.220.214.50	1279	80	0	2898.14626
A	3230	TCP	192.168.2.110	67.220.214.50	1281	80	0	2898.829643
X	3229	TCP	192.168.2.110	67.220.214.50	1280	80	0	2898.929764
A	3231	TCP	192.168.1.104	142.166.14.79	16013	80	0	2899.011423
A	3232	TCP	192.168.2.110	67.220.214.50	1282	80	0	2899.039548
X	3230	TCP	192.168.2.110	67.220.214.50	1281	80	0	2899.142881
A	3233	TCP	192.168.2.110	67.220.214.50	1283	80	0	2899.255446
X	3232	TCP	192.168.2.110	67.220.214.50	1282	80	0	2899.357482
A	3234	TCP	192.168.2.110	67.220.214.50	1284	80	0	2899.468765
X	3233	TCP	192.168.2.110	67.220.214.50	1283	80	0	2899.570612
A	3235	TCP	192.168.2.110	67.220.214.50	1285	80	0	2900.050549
X	3234	TCP	192.168.2.110	67.220.214.50	1284	80	0	2900.151996
A	3236	TCP	192.168.2.110	67.220.214.50	1286	80	0	2900.264593
X	3235	TCP	192.168.2.110	67.220.214.50	1285	80	0	2900.365112
A	3237	TCP	192.168.2.110	67.220.214.50	1287	80	0	2900.478189
X	3236	TCP	192.168.2.110	67.220.214.50	1286	80	0	2900.580973
A	3238	TCP	192.168.2.110	67.220.214.50	1288	80	0	2900.691385
X	3237	TCP	192.168.2.110	67.220.214.50	1287	80	0	2900.793842
A	3239	TCP	192.168.2.110	67.220.214.50	1289	80	0	2901.271755
X	3238	TCP	192.168.2.110	67.220.214.50	1288	80	0	2901.373208
A	3240	TCP	192.168.2.110	67.220.214.50	1290	80	0	2901.484264
X	3239	TCP	192.168.2.110	67.220.214.50	1289	80	0	2901.586588
A	3241	TCP	192.168.2.110	67.220.214.50	1291	80	0	2901.698535
X	3240	TCP	192.168.2.110	67.220.214.50	1290	80	0	2901.800951
A	3242	TCP	192.168.2.110	67.220.214.50	1292	80	0	2901.911247
X	3241	TCP	192.168.2.110	67.220.214.50	1291	80	0	2902.012786
A	3243	TCP	192.168.2.110	67.220.214.50	1293	80	0	2902.494659
X	3242	TCP	192.168.2.110	67.220.214.50	1292	80	0	2902.594451
A	3244	TCP	192.168.2.110	67.220.214.50	1294	80	0	2902.703844
X	3243	TCP	192.168.2.110	67.220.214.50	1293	80	0	2902.805327
A	3245	TCP	192.168.2.110	67.220.214.50	1295	80	0	2902.918417
X	3244	TCP	192.168.2.110	67.220.214.50	1294	80	0	2903.021159
X	3097	TCP	192.168.4.120	84.20.129.123	2635	80	0	2903.026664
A	3246	TCP	192.168.2.110	67.220.214.50	1296	80	0	2903.131965
X	3245	TCP	192.168.2.110	67.220.214.50	1295	80	0	2903.235032
A	3247	TCP	192.168.2.110	67.220.214.50	1297	80	0	2903.714247
X	3246	TCP	192.168.2.110	67.220.214.50	1296	80	0	2903.816676
A	3248	TCP	192.168.2.110	67.220.214.50	1298	80	0	2903.927232
X	3247	TCP	192.168.2.110	67.220.214.50	1297	80	0	2904.029538
A	3249	TCP	192.168.2.110	67.220.214.50	1299	80	0	2904.141858
X	3248	TCP	192.168.2.110	67.220.214.50	1298	80	0	2904.244409
A	3250	TCP	192.168.2.110	67.220.214.50	1300	80	0	2904.358126
X	3249	TCP	192.168.2.110	67.220.214.50	1299	80	0	2904.458273
A	3251	TCP	192.168.2.110	67.220.214.50	1301	80	0	2904.938479
X	3250	TCP	192.168.2.110	67.220.214.50	1300	80	0	2905.040889
A	3252	TCP	192.168.2.110	67.220.214.50	1302	80	0	2905.151431
X	3251	TCP	192.168.2.110	67.220.214.50	1301	80	0	2905.253754
A	3253	TCP	192.168.2.110	67.220.214.50	1303	80	0	2905.366837
X	3252	TCP	192.168.2.110	67.220.214.50	1302	80	0	2905.468625
A	3254	TCP	192.168.2.110	67.220.214.50	1304	80	0	2905.580148
X	3253	TCP	192.168.2.110	67.220.214.50	1303	80	0	2905.682497
A	3255	TCP	192.168.2.110	67.220.214.50	1305	80	0	2906.162389
X	3254	TCP	192.168.2.110	67.220.214.50	1304	80	0	2906.263134
A	3256	TCP	192.168.2.110	67.220.214.50	1306	80	0	2906.372685
X	3255	TCP	192.168.2.110	67.220.214.50	1305	80	0	2906.474997
A	3257	TCP	192.168.2.110	67.220.214.50	1307	80	0	2906.587061
X	3256	TCP	192.168.2.110	67.220.214.50	1306	80	0	2906.689863
A	3258	TCP	192.168.2.110	67.220.214.50	1308	80	0	2906.801412
X	3257	TCP	192.168.2.110	67.220.214.50	1307	80	0	2906.903727
A	3259	TCP	192.168.2.110	67.220.214.50	1309	80	0	2907.382429
X	3258	TCP	192.168.2.110	67.220.214.50	1308	80	0	2907.484113
A	3260	TCP	192.168.2.110	67.220.214.50	1310	80	0	2907.596366
X	3259	TCP	192.168.2.110	67.220.214.50	1309	80	0	2907.699208
A	3261	TCP	192.168.2.110	67.220.214.50	1311	80	0	2907.811588
X	3260	TCP	192.168.2.110	67.220.214.50	1310	80	0	2907.913823
A	3262	TCP	192.168.2.110	67.220.214.50	1312	80	0	2908.02486
X	3261	TCP	192.168.2.110	67.220.214.50	1311	80	0	2908.128203
A	3263	TCP	192.168.2.110	67.220.214.50	1313	80	0	2908.608651
X	3262	TCP	192.168.2.110	67.220.214.50	1312	80	0	2908.708589
A	3264	TCP	192.168.2.110	67.220.214.50	1314	80	0	2908.819136
X	3263	TCP	192.168.2.110	67.220.214.50	1313	80	0	2908.92145
A	3265	TCP	192.168.2.110	67.220.214.50	1315	80	0	2909.034825
X	3264	TCP	192.168.2.110	67.220.214.50	1314	80	0	2909.137316
A	3266	TCP	192.168.2.110	67.220.214.50	1316	80	0	2909.24758
X	3265	TCP	192.168.2.110	67.220.214.50	1315	80	0	2909.350165
A	3267	TCP	192.168.4.121	65.54.81.62	51361	80	0	2909.365525
X	3215	TCP	192.168.4.121	65.54.81.42	51360	80	0	2909.442137
A	3268	TCP	192.168.2.110	67.220.214.50	1317	80	0	2909.828836
X	3266	TCP	192.168.2.110	67.220.214.50	1316	80	0	2909.930813
A	3269	TCP	192.168.2.110	67.220.214.50	1318	80	0	2910.04329
X	3268	TCP	192.168.2.110	67.220.214.50	1317	80	0	2910.143679
A	3270	TCP	192.168.2.110	67.220.214.50	1319	80	0	2910.256015
X	3269	TCP	192.168.2.110	67.220.214.50	1318	80	0	2910.358544
A	3271	TCP	192.168.2.110	67.220.214.50	1320	80	0	2910.469704
X	3270	TCP	192.168.2.110	67.220.214.50	1319	80	0	2910.572406
A	3272	TCP	192.168.1.104	192.168.5.122	16014	143	0	2910.853319
X	3272	TCP	192.168.1.104	192.168.5.122	16014	143	0	2910.878249
A	3273	TCP	192.168.1.104	192.168.5.122	16015	143	0	2910.880911
X	3273	TCP	192.168.1.104	192.168.5.122	16015	143	0	2910.90602
A	3274	TCP	192.168.2.110	67.220.214.50	1321	80	0	2911.051865
X	3271	TCP	192.168.2.110	67.220.214.50	1320	80	0	2911.155041
A	3275	TCP	192.168.2.110	67.220.214.50	1322	80	0	2911.265327
X	3274	TCP	192.168.2.110	67.220.214.50	1321	80	0	2911.367639
A	3276	TCP	192.168.2.110	67.220.214.50	1323	80	0	2911.480481
X	3275	TCP	192.168.2.110	67.220.214.50	1322	80	0	2911.582518
A	3277	TCP	192.168.2.110	67.220.214.50	1324	80	0	2911.692942
X	3276	TCP	192.168.2.110	67.220.214.50	1323	80	0	2911.794621
A	3278	TCP	192.168.2.110	67.220.214.50	1325	80	0	2912.2762
X	3277	TCP	192.168.2.110	67.220.214.50	1324	80	0	2912.376269
A	3279	TCP	192.168.2.110	67.220.214.50	1326	80	0	2912.487788
X	3278	TCP	192.168.2.110	67.220.214.50	1325	80	0	2912.590131
A	3280	TCP	192.168.2.110	67.220.214.50	1327	80	0	2912.704599
X	3279	TCP	192.168.2.110	67.220.214.50	1326	80	0	2912.806748
A	3281	TCP	192.168.2.110	67.220.214.50	1328	80	0	2912.917066
X	3280	TCP	192.168.2.110	67.220.214.50	1327	80	0	2913.019599
A	3282	TCP	192.168.2.110	67.220.214.50	1329	80	0	2913.581527
X	3281	TCP	192.168.2.110	67.220.214.50	1328	80	0	2913.683191
A	3283	TCP	192.168.2.110	67.220.214.50	1330	80	0	2913.79424
X	3282	TCP	192.168.2.110	67.220.214.50	1329	80	0	2913.897289
A	3284	TCP	192.168.2.110	67.220.214.50	1331	80	0	2914.009132
X	3283	TCP	192.168.2.110	67.220.214.50	1330	80	0	2914.111173
A	3285	TCP	192.168.2.110	67.220.214.50	1332	80	0	2914.223956
X	3284	TCP	192.168.2.110	67.220.214.50	1331	80	0	2914.325041
A	3286	TCP	192.168.2.110	67.220.214.50	1333	80	0	2914.804004
X	3285	TCP	192.168.2.110	67.220.214.50	1332	80	0	2914.905667
A	3287	TCP	192.168.2.110	67.220.214.50	1334	80	0	2915.016204
X	3286	TCP	192.168.2.110	67.220.214.50	1333	80	0	2915.118531
A	3288	TCP	192.168.2.110	67.220.214.50	1335	80	0	2915.231566
X	3287	TCP	192.168.2.110	67.220.214.50	1334	80	0	2915.334145
A	3289	TCP	192.168.2.110	67.220.214.50	1336	80	0	2915.4442
X	3288	TCP	192.168.2.110	67.220.214.50	1335	80	0	2915.545998
A	3290	TCP	192.168.2.110	67.220.214.50	1337	80	0	2916.028624
X	3289	TCP	192.168.2.110	67.220.214.50	1336	80	0	2916.128648
A	3291	TCP	192.168.2.110	67.220.214.50	1338	80	0	2916.239969
